PRAM_03_0110	-0.02111027	0.022423237	0.238411216	EU1		1065 SNPs left
Pram_04_17031_EU1	-0.020940119	0.022187005	0.235379808	EU1		12.59 9.71 8.10 3.45 3.37 2.87
PRAM_05_7036	-0.016116564	0.015304288	0.144871623	EU1		
Pram_07_46063_EU1	-0.015990524	0.015150768	0.143147691	EU1		
PRAM_08_3469_redo	-0.014944517	0.013856752	0.128405631	EU1		
PRAM_14_1270	-0.014919662	0.013818307	0.127890001	EU1		
PRAM_14_1320	-0.014436253	0.01323621	0.121418214	EU1		
PRAM_15_0127	-0.014796857	0.013669648	0.12622954	EU1		
PRAM_15_0242	-0.014554109	0.013377091	0.122974443	EU1		
PRAM_15_0413	-0.014559794	0.013384607	0.123064482	EU1		
PRAM_15_0674	-0.015571079	0.014622147	0.137024497	EU1		
PRAM_15_1093	-0.01492213	0.013821503	0.127927774	EU1		
PRAM_15_1796	-0.014554109	0.013377091	0.122974443	EU1		
PRAM_16_0245_0019	-0.014795035	0.013666543	0.126186106	EU1		
PRAM_16_0329_0026	-0.015303741	0.014289649	0.133219359	EU1		
PRAM_17_0527_0003	-0.014554109	0.013377091	0.122974443	EU1		
Pram_4_EU1	-0.014554109	0.013377091	0.122974443	EU1		
Pram_62_EU1	-0.015449968	0.014475702	0.13539325	EU1		
Pram_73_EU1	-0.016420008	0.015697232	0.149534431	EU1		
Pram_BBA_26_02_EU1	-0.015303741	0.014289649	0.133219359	EU1		
Pram_BBA_9_95_EU1	-0.015303741	0.014289649	0.133219359	EU1		
PRAM_CC1048	-0.018110095	0.018172984	0.18287316	EU1		
Pram_CSL_1620_EU1	-0.015308769	0.014297432	0.13332466	EU1		
Pram_P1898_EU1	-0.015045429	0.013971937	0.129619846	EU1		
Pram_P2098_EU1	-0.016146504	0.01531849	0.145415782	EU1		
Pram_P2599_EU1	-0.01571118	0.014797915	0.139051957	EU1		
Pram_P2707_EU1	-0.016136434	0.015337585	0.145350811	EU1		
Pram_PD_98_8_6743_EU1	-0.014919515	0.01381832	0.127892059	EU1		
PRAM_PR_09_150_BioSAFErep	-0.015854941	0.014980136	0.141173748	EU1		
Pram_PR_10_145_EU1	-0.021469397	0.022927388	0.244944673	EU1		
Pram_P2111_EU2	0.43437731	-0.012294821	-0.022654237	EU2		
Pram_P2460_EU2	0.434419424	-0.013941174	-0.022477529	EU2		
Pram_P2461_EU2	0.43437731	-0.012294821	-0.022654237	EU2		
Pram_P2561_EU2	0.43437731	-0.012294821	-0.022654237	EU2		
Pram_P2566_EU2	0.43437731	-0.012294821	-0.022654237	EU2		
PRAM_04_0372	-0.027712257	0.141079269	-0.100897281	NA1		
PRAM_04_22572	-0.023964945	0.116019474	-0.079170857	NA1		
PRAM_04_22579	-0.024567574	0.119862677	-0.082358086	NA1		
Pram_04_35009_NA1	-0.025256918	0.124377572	-0.086191771	NA1		
Pram_11_263_NA1	-0.025379583	0.125451182	-0.087325102	NA1		
PRAM_21_FOP04_169	-0.025200873	0.120515116	-0.081306376	NA1		
PRAM_BS2014_550	-0.025501754	0.126006933	-0.087596331	NA1		
PRAM_BS2016_10	-0.025715166	0.127411517	-0.088794934	NA1		
PRAM_HMG2017_2	-0.027061139	0.132604336	-0.091507227	NA1		
PRAM_MK548	-0.02381426	0.115104439	-0.078446329	NA1		
PRAM_MK649b	-0.026159385	0.130338764	-0.091297072	NA1		
PRAM_MK79j	-0.024757868	0.117697156	-0.078975555	NA1		
Pram_PR_07_048_NA1	-0.02481571	0.1214835	-0.083729879	NA1		
Pram_PR_07_066_NA1	-0.02481571	0.1214835	-0.083729879	NA1		
Pram_PR_07_101_NA1	-0.023777309	0.114805158	-0.078149432	NA1		
Pram_PR_07_121_NA1	-0.023777309	0.114805158	-0.078149432	NA1		
Pram_PR_10_103_NA1	-0.028161161	0.144047256	-0.103441511	NA1		
Pram_PR_11_001_NA1	-0.023977979	0.116081432	-0.079205209	NA1		
Pram_PR_11_004_NA1	-0.024600837	0.120086389	-0.08255093	NA1		
Pram_PR_11_018_NA1	-0.029759911	0.156006859	-0.114957859	NA1		
Pram_PR_11_024_NA1	-0.024926384	0.117972055	-0.076755669	NA1		
PRAM_Pr102	-0.024985961	0.119143797	-0.080169067	NA1		
PRAM_Pr1537	-0.026932891	0.135691481	-0.096079264	NA1		
PRAM_Pr1556_Jun2015	-0.023977979	0.116081432	-0.079205209	NA1		
PRAM_Pr1652	-0.025948951	0.128986805	-0.090168582	NA1		
PRAM_Pr218	-0.02608133	0.126123514	-0.085951077	NA1		
PRAM_Pr451	-0.023777309	0.114805158	-0.078149432	NA1		
PRAM_Pr745	-0.023977979	0.116081432	-0.079205209	NA1		
PRAM_Pr93	-0.026682642	0.133969088	-0.094546335	NA1		
PRAM_04_25165	-0.030543338	-0.128135306	-0.058093574	NA2		
Pram_04_38813_NA2	-0.031843165	-0.135337695	-0.062071455	NA2		
PRAM_05_17017	-0.041806384	-0.197507478	-0.10067588	NA2		
PRAM_05_18753	-0.038375765	-0.174592562	-0.085485472	NA2		
PRAM_06_31651	-0.030543338	-0.128135306	-0.058093574	NA2		
PRAM_06_38025	-0.030543338	-0.128135306	-0.058093574	NA2		
PRAM_06_4966	-0.031574424	-0.133833163	-0.061232886	NA2		
PRAM_06_7401	-0.030796764	-0.129523756	-0.058852747	NA2		
PRAM_06_7419	-0.030547377	-0.128159678	-0.058107972	NA2		
PRAM_06_7425	-0.030796764	-0.129523756	-0.058852747	NA2		
PRAM_06_7608	-0.030052643	-0.125464522	-0.056641612	NA2		
PRAM_06_7616	-0.030296004	-0.126785851	-0.057358406	NA2		
PRAM_07_00005	-0.030306417	-0.126842748	-0.057389444	NA2		
PRAM_07_0718	-0.031575819	-0.133838458	-0.061234608	NA2		
PRAM_07_10199	-0.030306504	-0.126843381	-0.057389866	NA2		
PRAM_07_17197	-0.031574424	-0.133833163	-0.061232886	NA2		
PRAM_07_17206	-0.030548562	-0.128163877	-0.058109173	NA2		
PRAM_11_0795	-0.031585367	-0.133893892	-0.061266471	NA2		
PRAM_13_0781	-0.031577681	-0.133840315	-0.061231509	NA2		
PRAM_14_0064	-0.032677557	-0.140061341	-0.064730871	NA2		
PRAM_14_0074	-0.031069007	-0.131025078	-0.059678364	NA2		
PRAM_14_1613	-0.031053197	-0.130938367	-0.059630907	NA2		
PRAM_15_0061	-0.030794744	-0.129513797	-0.058847833	NA2		
PRAM_15_0509	-0.032400485	-0.138483933	-0.063838261	NA2		
PRAM_15_0954	-0.03143396	-0.130937742	-0.059607174	NA2		
PRAM_16_0201_0022	-0.031064836	-0.13101103	-0.059675015	NA2		
PRAM_16_0386_0016	-0.031060905	-0.130991717	-0.059665523	NA2		
PRAM_17_0134_0030	-0.031843165	-0.135337695	-0.062071455	NA2		
PRAM_17_0682_0004	-0.031575078	-0.133830701	-0.06122854	NA2		
Phra1_7964	-0.018943341	-0.045891901	0.032698904	unknown_Guillaume		
Phra2_7974	-0.018946528	-0.04590192	0.032707465	unknown_Guillaume		
